application_id: 6	name: MCS_distance_10_frames_10_numberofspots_1000_sigmamean_10.0_sigmastd_3.33333333333_sample-heterogeneity_2.0_0.txt	filepath: /Volumes/sniekamp/TIRF-Data/20170123_Nanoruler/20170123_40nm_20x20beads_1	nr_pixels_x: 512	nr_pixels_y: 512	pixel_size: 159.0	nr_spots: 1046	box_size: 12	nr_channels: 2	nr_frames: 10	nr_slices: 1	nr_pos: 400	location_units: NM	intensity_units: PHOTONS	fit_mode: 1	is_track: false	has_Z: false
molecule	frame	slice	channel	pos	x_position	y_position	x	y	intensity	background	width	a	theta	sigma	intensity_aperture	background_aperture	intensity_ratio	m_sigma	integral_aperture_sigma
12818	3	1	2	818	1	1	12529.1479583	12464.0633457	1	1	1	1	1	18.1112833956	1	1	1	18.1112833956	18.1112833956
12819	3	1	2	819	1	1	12505.358416	12512.8159391	1	1	1	1	1	11.1383595155	1	1	1	11.1383595155	11.1383595155
12820	3	1	2	820	1	1	12511.5768857	12499.3062379	1	1	1	1	1	12.5609920508	1	1	1	12.5609920508	12.5609920508
12821	3	1	2	821	1	1	12505.8294898	12479.2664267	1	1	1	1	1	9.9140176754	1	1	1	9.9140176754	9.9140176754
12822	3	1	2	822	1	1	12506.98893	12504.4007141	1	1	1	1	1	10.9729825828	1	1	1	10.9729825828	10.9729825828
12823	3	1	2	823	1	1	12509.3946938	12488.6270299	1	1	1	1	1	12.1922052486	1	1	1	12.1922052486	12.1922052486
12824	3	1	2	824	1	1	12504.8693293	12520.4125479	1	1	1	1	1	10.0647574013	1	1	1	10.0647574013	10.0647574013
12825	3	1	2	825	1	1	12509.6903469	12492.5738826	1	1	1	1	1	10.3219697958	1	1	1	10.3219697958	10.3219697958
12826	3	1	2	826	1	1	12491.800017	12486.6416742	1	1	1	1	1	10.1271788021	1	1	1	10.1271788021	10.1271788021
12827	3	1	2	827	1	1	12523.1541368	12495.7940309	1	1	1	1	1	13.3341930762	1	1	1	13.3341930762	13.3341930762
12828	3	1	2	828	1	1	12502.3913534	12513.0587812	1	1	1	1	1	8.11693448657	1	1	1	8.11693448657	8.11693448657
12829	3	1	2	829	1	1	12508.132169	12480.5052795	1	1	1	1	1	14.9048920984	1	1	1	14.9048920984	14.9048920984
12830	3	1	2	830	1	1	12513.2654089	12500.3281892	1	1	1	1	1	10.0114863934	1	1	1	10.0114863934	10.0114863934
12831	3	1	2	831	1	1	12497.1539644	12480.1679553	1	1	1	1	1	11.3863932139	1	1	1	11.3863932139	11.3863932139
12832	3	1	2	832	1	1	12512.5318216	12504.7074609	1	1	1	1	1	5.65662574526	1	1	1	5.65662574526	5.65662574526
12833	3	1	2	833	1	1	12512.6329202	12495.6662787	1	1	1	1	1	7.36090397677	1	1	1	7.36090397677	7.36090397677
12834	3	1	2	834	1	1	12514.5050091	12503.0662744	1	1	1	1	1	6.41461496663	1	1	1	6.41461496663	6.41461496663
12835	3	1	2	835	1	1	12508.1362478	12507.998573	1	1	1	1	1	12.734358244	1	1	1	12.734358244	12.734358244
12836	3	1	2	836	1	1	12496.5379584	12504.6493162	1	1	1	1	1	9.08969606788	1	1	1	9.08969606788	9.08969606788
12837	3	1	2	837	1	1	12527.5790283	12497.3055633	1	1	1	1	1	6.50427201469	1	1	1	6.50427201469	6.50427201469
12838	3	1	2	838	1	1	12505.8331671	12500.7674258	1	1	1	1	1	10.459598409	1	1	1	10.459598409	10.459598409
12839	3	1	2	839	1	1	12514.4573915	12499.0929149	1	1	1	1	1	6.99930389785	1	1	1	6.99930389785	6.99930389785
12840	3	1	2	840	1	1	12526.5000504	12505.4567127	1	1	1	1	1	9.31114639122	1	1	1	9.31114639122	9.31114639122
12841	3	1	2	841	1	1	12523.1626961	12496.7015143	1	1	1	1	1	11.6066802472	1	1	1	11.6066802472	11.6066802472
12842	3	1	2	842	1	1	12497.6658858	12497.4191232	1	1	1	1	1	9.01498547606	1	1	1	9.01498547606	9.01498547606
12843	3	1	2	843	1	1	12506.6634381	12486.1203982	1	1	1	1	1	7.61229372459	1	1	1	7.61229372459	7.61229372459
12844	3	1	2	844	1	1	12513.5487133	12508.9768705	1	1	1	1	1	11.0174025202	1	1	1	11.0174025202	11.0174025202
12845	3	1	2	845	1	1	12516.2847767	12491.4501309	1	1	1	1	1	7.55805626575	1	1	1	7.55805626575	7.55805626575
12846	3	1	2	846	1	1	12512.6248812	12490.2872602	1	1	1	1	1	6.90130350434	1	1	1	6.90130350434	6.90130350434
12847	3	1	2	847	1	1	12504.5662405	12504.5045338	1	1	1	1	1	9.02455866031	1	1	1	9.02455866031	9.02455866031
12848	3	1	2	848	1	1	12506.8172956	12489.9803462	1	1	1	1	1	5.17437157205	1	1	1	5.17437157205	5.17437157205
12849	3	1	2	849	1	1	12522.2138617	12510.0883983	1	1	1	1	1	8.95186922435	1	1	1	8.95186922435	8.95186922435
12850	3	1	2	850	1	1	12494.6677963	12489.7022167	1	1	1	1	1	9.71859848376	1	1	1	9.71859848376	9.71859848376
12851	3	1	2	851	1	1	12510.0839519	12493.9145419	1	1	1	1	1	8.65209163454	1	1	1	8.65209163454	8.65209163454
12852	3	1	2	852	1	1	12518.2060012	12494.9094159	1	1	1	1	1	7.21323821567	1	1	1	7.21323821567	7.21323821567
12853	3	1	2	853	1	1	12499.7537266	12494.6498311	1	1	1	1	1	9.35470631646	1	1	1	9.35470631646	9.35470631646
12854	3	1	2	854	1	1	12497.5908874	12473.5839519	1	1	1	1	1	10.5419672954	1	1	1	10.5419672954	10.5419672954
12855	3	1	2	855	1	1	12517.0293991	12495.4843846	1	1	1	1	1	9.25595629458	1	1	1	9.25595629458	9.25595629458
12856	3	1	2	856	1	1	12510.79288	12487.7043738	1	1	1	1	1	9.39600590868	1	1	1	9.39600590868	9.39600590868
12857	3	1	2	857	1	1	12496.2942868	12490.5795678	1	1	1	1	1	6.276372125	1	1	1	6.276372125	6.276372125
12858	3	1	2	858	1	1	12517.6634402	12494.8657504	1	1	1	1	1	12.9009281255	1	1	1	12.9009281255	12.9009281255
12859	3	1	2	859	1	1	12497.1459768	12487.5920705	1	1	1	1	1	12.5107006321	1	1	1	12.5107006321	12.5107006321
12860	3	1	2	860	1	1	12532.104817	12504.7688492	1	1	1	1	1	14.7843973632	1	1	1	14.7843973632	14.7843973632
12861	3	1	2	861	1	1	12516.1257391	12498.4565462	1	1	1	1	1	8.2639974254	1	1	1	8.2639974254	8.2639974254
12862	3	1	2	862	1	1	12514.7932756	12498.5680652	1	1	1	1	1	10.2365642566	1	1	1	10.2365642566	10.2365642566
12863	3	1	2	863	1	1	12511.8105436	12496.128884	1	1	1	1	1	11.0085946133	1	1	1	11.0085946133	11.0085946133
12864	3	1	2	864	1	1	12506.8317543	12506.9767318	1	1	1	1	1	15.6186380592	1	1	1	15.6186380592	15.6186380592
12865	3	1	2	865	1	1	12502.4647716	12501.8388344	1	1	1	1	1	7.05861279925	1	1	1	7.05861279925	7.05861279925
12866	3	1	2	866	1	1	12510.3795985	12500.4837568	1	1	1	1	1	4.82230967749	1	1	1	4.82230967749	4.82230967749
12867	3	1	2	867	1	1	12505.9241121	12505.9360509	1	1	1	1	1	6.16036218553	1	1	1	6.16036218553	6.16036218553
12868	3	1	2	868	1	1	12501.7184205	12504.1371039	1	1	1	1	1	8.73223442264	1	1	1	8.73223442264	8.73223442264
12869	3	1	2	869	1	1	12513.5162485	12499.4863039	1	1	1	1	1	5.99415940508	1	1	1	5.99415940508	5.99415940508
12870	3	1	2	870	1	1	12507.7207164	12519.5561803	1	1	1	1	1	9.08919269928	1	1	1	9.08919269928	9.08919269928
12871	3	1	2	871	1	1	12521.1693404	12519.6967824	1	1	1	1	1	11.8535752154	1	1	1	11.8535752154	11.8535752154
12872	3	1	2	872	1	1	12508.0682729	12488.765567	1	1	1	1	1	12.1156744739	1	1	1	12.1156744739	12.1156744739
12873	3	1	2	873	1	1	12499.6544717	12532.7078079	1	1	1	1	1	12.3643912199	1	1	1	12.3643912199	12.3643912199
12874	3	1	2	874	1	1	12497.7012961	12513.3258852	1	1	1	1	1	9.2612233044	1	1	1	9.2612233044	9.2612233044
12875	3	1	2	875	1	1	12547.0188282	12515.6545319	1	1	1	1	1	13.6304464813	1	1	1	13.6304464813	13.6304464813
12876	3	1	2	876	1	1	12521.7960802	12523.7924449	1	1	1	1	1	9.90157080225	1	1	1	9.90157080225	9.90157080225
12877	3	1	2	877	1	1	12509.1722239	12507.4249239	1	1	1	1	1	7.88970079886	1	1	1	7.88970079886	7.88970079886
12878	3	1	2	878	1	1	12531.2201024	12518.6181138	1	1	1	1	1	17.4613373132	1	1	1	17.4613373132	17.4613373132
12879	3	1	2	879	1	1	12515.7700611	12488.5059869	1	1	1	1	1	10.6566380191	1	1	1	10.6566380191	10.6566380191
12880	3	1	2	880	1	1	12492.6128154	12503.7937102	1	1	1	1	1	6.6079232911	1	1	1	6.6079232911	6.6079232911
12881	3	1	2	881	1	1	12516.4587844	12489.8351926	1	1	1	1	1	6.59253170078	1	1	1	6.59253170078	6.59253170078
12882	3	1	2	882	1	1	12499.7326514	12503.7823423	1	1	1	1	1	8.63236125028	1	1	1	8.63236125028	8.63236125028
12883	3	1	2	883	1	1	12477.6067826	12493.3756996	1	1	1	1	1	15.2739452899	1	1	1	15.2739452899	15.2739452899
12884	3	1	2	884	1	1	12500.0588193	12499.0199625	1	1	1	1	1	7.49280468397	1	1	1	7.49280468397	7.49280468397
12885	3	1	2	885	1	1	12510.3590928	12489.3816945	1	1	1	1	1	10.9748755602	1	1	1	10.9748755602	10.9748755602
12886	3	1	2	886	1	1	12507.3818259	12503.5061113	1	1	1	1	1	4.54406995185	1	1	1	4.54406995185	4.54406995185
12887	3	1	2	887	1	1	12517.8641029	12516.5924563	1	1	1	1	1	9.87437935391	1	1	1	9.87437935391	9.87437935391
12888	3	1	2	888	1	1	12514.7276533	12508.5524265	1	1	1	1	1	9.11085617682	1	1	1	9.11085617682	9.11085617682
12889	3	1	2	889	1	1	12518.1450212	12505.3375491	1	1	1	1	1	7.9758184172	1	1	1	7.9758184172	7.9758184172
12890	3	1	2	890	1	1	12524.1963541	12527.2142246	1	1	1	1	1	8.48475339354	1	1	1	8.48475339354	8.48475339354
12891	3	1	2	891	1	1	12492.8825306	12495.8431211	1	1	1	1	1	9.99659045762	1	1	1	9.99659045762	9.99659045762
12892	3	1	2	892	1	1	12486.8869985	12499.9573489	1	1	1	1	1	13.1671866292	1	1	1	13.1671866292	13.1671866292
12893	3	1	2	893	1	1	12516.8800538	12511.0144643	1	1	1	1	1	7.53798956813	1	1	1	7.53798956813	7.53798956813
12894	3	1	2	894	1	1	12512.0726991	12499.5992144	1	1	1	1	1	10.6232121234	1	1	1	10.6232121234	10.6232121234
12895	3	1	2	895	1	1	12520.0750075	12479.2368423	1	1	1	1	1	17.0370080111	1	1	1	17.0370080111	17.0370080111
12896	3	1	2	896	1	1	12499.464135	12495.9648902	1	1	1	1	1	7.94384751428	1	1	1	7.94384751428	7.94384751428
12897	3	1	2	897	1	1	12509.5808457	12492.0528162	1	1	1	1	1	9.39848970955	1	1	1	9.39848970955	9.39848970955
12898	3	1	2	898	1	1	12501.4380789	12495.2492673	1	1	1	1	1	5.58438391137	1	1	1	5.58438391137	5.58438391137
12899	3	1	2	899	1	1	12512.4284618	12505.8107029	1	1	1	1	1	12.2260737031	1	1	1	12.2260737031	12.2260737031
12900	3	1	2	900	1	1	12515.1798079	12498.1787514	1	1	1	1	1	9.37295375281	1	1	1	9.37295375281	9.37295375281
12901	3	1	2	901	1	1	12508.3319026	12498.563114	1	1	1	1	1	4.4962545602	1	1	1	4.4962545602	4.4962545602
12902	3	1	2	902	1	1	12530.2485842	12491.0913788	1	1	1	1	1	16.2635076547	1	1	1	16.2635076547	16.2635076547
12903	3	1	2	903	1	1	12521.0150308	12490.0988982	1	1	1	1	1	18.1933754002	1	1	1	18.1933754002	18.1933754002
12904	3	1	2	904	1	1	12512.9354386	12508.1827429	1	1	1	1	1	11.3474338068	1	1	1	11.3474338068	11.3474338068
12905	3	1	2	905	1	1	12513.3571343	12500.6272829	1	1	1	1	1	10.9018478881	1	1	1	10.9018478881	10.9018478881
12906	3	1	2	906	1	1	12500.6661829	12508.2826989	1	1	1	1	1	11.3642614516	1	1	1	11.3642614516	11.3642614516
12907	3	1	2	907	1	1	12503.5329072	12496.1512707	1	1	1	1	1	7.00424224691	1	1	1	7.00424224691	7.00424224691
12908	3	1	2	908	1	1	12527.9714311	12487.3585838	1	1	1	1	1	7.58429424088	1	1	1	7.58429424088	7.58429424088
12909	3	1	2	909	1	1	12509.135912	12497.0280644	1	1	1	1	1	8.99552890939	1	1	1	8.99552890939	8.99552890939
12910	3	1	2	910	1	1	12514.7584567	12501.0081869	1	1	1	1	1	6.18097643254	1	1	1	6.18097643254	6.18097643254
12911	3	1	2	911	1	1	12485.3165519	12505.8545146	1	1	1	1	1	12.1363416212	1	1	1	12.1363416212	12.1363416212
12912	3	1	2	912	1	1	12494.8731121	12502.2291591	1	1	1	1	1	10.2340343652	1	1	1	10.2340343652	10.2340343652
12913	3	1	2	913	1	1	12513.6436995	12495.5154953	1	1	1	1	1	11.6539413274	1	1	1	11.6539413274	11.6539413274
12914	3	1	2	914	1	1	12524.2750067	12493.5342958	1	1	1	1	1	8.81131714496	1	1	1	8.81131714496	8.81131714496
12915	3	1	2	915	1	1	12512.4920691	12502.6292115	1	1	1	1	1	6.85979877397	1	1	1	6.85979877397	6.85979877397
12916	3	1	2	916	1	1	12512.8757243	12502.9986768	1	1	1	1	1	8.77441985552	1	1	1	8.77441985552	8.77441985552
12917	3	1	2	917	1	1	12504.5756579	12491.2560867	1	1	1	1	1	11.0753517094	1	1	1	11.0753517094	11.0753517094
12918	3	1	2	918	1	1	12509.1988782	12493.5863101	1	1	1	1	1	9.56031300933	1	1	1	9.56031300933	9.56031300933
12919	3	1	2	919	1	1	12512.5080242	12502.3505992	1	1	1	1	1	5.52898660767	1	1	1	5.52898660767	5.52898660767
12920	3	1	2	920	1	1	12519.4961402	12508.5360691	1	1	1	1	1	5.8700853779	1	1	1	5.8700853779	5.8700853779
12921	3	1	2	921	1	1	12529.6407306	12494.3529178	1	1	1	1	1	9.33188133276	1	1	1	9.33188133276	9.33188133276
12922	3	1	2	922	1	1	12500.2045275	12499.4489023	1	1	1	1	1	7.65778749241	1	1	1	7.65778749241	7.65778749241
12923	3	1	2	923	1	1	12517.4787324	12478.5354417	1	1	1	1	1	12.7556938893	1	1	1	12.7556938893	12.7556938893
12924	3	1	2	924	1	1	12517.2454607	12493.7343096	1	1	1	1	1	10.2313683485	1	1	1	10.2313683485	10.2313683485
12925	3	1	2	925	1	1	12518.8240976	12514.3938083	1	1	1	1	1	14.2361282771	1	1	1	14.2361282771	14.2361282771
12926	3	1	2	926	1	1	12516.2351561	12496.220386	1	1	1	1	1	9.54687804227	1	1	1	9.54687804227	9.54687804227
12927	3	1	2	927	1	1	12518.1752404	12502.460837	1	1	1	1	1	6.60253081136	1	1	1	6.60253081136	6.60253081136
12928	3	1	2	928	1	1	12507.049362	12503.9313331	1	1	1	1	1	3.3136198505	1	1	1	3.3136198505	3.3136198505
12929	3	1	2	929	1	1	12508.0791742	12492.1776796	1	1	1	1	1	5.91469776626	1	1	1	5.91469776626	5.91469776626
12930	3	1	2	930	1	1	12497.0512967	12498.2496734	1	1	1	1	1	4.82939509666	1	1	1	4.82939509666	4.82939509666
12931	3	1	2	931	1	1	12516.1456182	12502.2832014	1	1	1	1	1	8.23051166181	1	1	1	8.23051166181	8.23051166181
12932	3	1	2	932	1	1	12530.0422229	12500.4683364	1	1	1	1	1	14.8831553595	1	1	1	14.8831553595	14.8831553595
12933	3	1	2	933	1	1	12516.3228883	12498.5628839	1	1	1	1	1	7.01578701443	1	1	1	7.01578701443	7.01578701443
12934	3	1	2	934	1	1	12503.7922796	12504.5569159	1	1	1	1	1	6.35932942896	1	1	1	6.35932942896	6.35932942896
12935	3	1	2	935	1	1	12504.91473	12499.5016034	1	1	1	1	1	8.47701360467	1	1	1	8.47701360467	8.47701360467
12936	3	1	2	936	1	1	12528.7210447	12500.1508698	1	1	1	1	1	8.45015388638	1	1	1	8.45015388638	8.45015388638
12937	3	1	2	937	1	1	12506.5481142	12489.9568325	1	1	1	1	1	7.90769335352	1	1	1	7.90769335352	7.90769335352
12938	3	1	2	938	1	1	12518.4895611	12506.6930438	1	1	1	1	1	10.0779063618	1	1	1	10.0779063618	10.0779063618
12939	3	1	2	939	1	1	12516.6410091	12503.9940767	1	1	1	1	1	5.75751885204	1	1	1	5.75751885204	5.75751885204
12940	3	1	2	940	1	1	12507.5623573	12498.105494	1	1	1	1	1	9.11834036748	1	1	1	9.11834036748	9.11834036748
12941	3	1	2	941	1	1	12510.1049051	12500.9110286	1	1	1	1	1	9.42534113846	1	1	1	9.42534113846	9.42534113846
12942	3	1	2	942	1	1	12534.8683764	12497.5455227	1	1	1	1	1	9.13951930259	1	1	1	9.13951930259	9.13951930259
12943	3	1	2	943	1	1	12504.2084803	12507.9757748	1	1	1	1	1	10.7267918992	1	1	1	10.7267918992	10.7267918992
12944	3	1	2	944	1	1	12504.7457072	12499.076991	1	1	1	1	1	7.2463501063	1	1	1	7.2463501063	7.2463501063
12945	3	1	2	945	1	1	12518.3983521	12485.0132991	1	1	1	1	1	14.8241817022	1	1	1	14.8241817022	14.8241817022
12946	3	1	2	946	1	1	12517.7562421	12505.3564586	1	1	1	1	1	4.9773027944	1	1	1	4.9773027944	4.9773027944
12947	3	1	2	947	1	1	12488.7355499	12503.4454609	1	1	1	1	1	15.4107071914	1	1	1	15.4107071914	15.4107071914
12948	3	1	2	948	1	1	12509.9199888	12493.8052884	1	1	1	1	1	7.07957390698	1	1	1	7.07957390698	7.07957390698
12949	3	1	2	949	1	1	12517.1165881	12503.0179063	1	1	1	1	1	8.65012260179	1	1	1	8.65012260179	8.65012260179
12950	3	1	2	950	1	1	12500.532919	12497.0686521	1	1	1	1	1	7.80066101005	1	1	1	7.80066101005	7.80066101005
12951	3	1	2	951	1	1	12501.9501791	12495.2789768	1	1	1	1	1	11.4448673549	1	1	1	11.4448673549	11.4448673549
12952	3	1	2	952	1	1	12510.3838057	12494.6111662	1	1	1	1	1	6.58361004566	1	1	1	6.58361004566	6.58361004566
12953	3	1	2	953	1	1	12513.9922533	12490.5411252	1	1	1	1	1	6.43327666107	1	1	1	6.43327666107	6.43327666107
12954	3	1	2	954	1	1	12522.8718737	12502.57745	1	1	1	1	1	12.4158685347	1	1	1	12.4158685347	12.4158685347
12955	3	1	2	955	1	1	12495.9824836	12484.2626648	1	1	1	1	1	8.27124804305	1	1	1	8.27124804305	8.27124804305
12956	3	1	2	956	1	1	12509.1323217	12479.2070345	1	1	1	1	1	12.3526813995	1	1	1	12.3526813995	12.3526813995
12957	3	1	2	957	1	1	12522.098042	12504.2869182	1	1	1	1	1	5.34806358667	1	1	1	5.34806358667	5.34806358667
12958	3	1	2	958	1	1	12509.0013433	12506.835259	1	1	1	1	1	10.3321222083	1	1	1	10.3321222083	10.3321222083
12959	3	1	2	959	1	1	12496.203383	12523.5876867	1	1	1	1	1	15.1947541136	1	1	1	15.1947541136	15.1947541136
12960	3	1	2	960	1	1	12496.2912157	12490.2393537	1	1	1	1	1	10.008835642	1	1	1	10.008835642	10.008835642
12961	3	1	2	961	1	1	12519.8670391	12491.0568066	1	1	1	1	1	11.5961489195	1	1	1	11.5961489195	11.5961489195
12962	3	1	2	962	1	1	12508.3957929	12492.7052306	1	1	1	1	1	10.7121467421	1	1	1	10.7121467421	10.7121467421
12963	3	1	2	963	1	1	12496.2827603	12501.2683301	1	1	1	1	1	11.6211491296	1	1	1	11.6211491296	11.6211491296
12964	3	1	2	964	1	1	12516.9924688	12494.6526854	1	1	1	1	1	6.88127098225	1	1	1	6.88127098225	6.88127098225
12965	3	1	2	965	1	1	12511.8392613	12498.4354199	1	1	1	1	1	8.7077960368	1	1	1	8.7077960368	8.7077960368
12966	3	1	2	966	1	1	12531.0390944	12502.6415875	1	1	1	1	1	10.2312685624	1	1	1	10.2312685624	10.2312685624
12967	3	1	2	967	1	1	12502.6256381	12500.3837309	1	1	1	1	1	7.30067065078	1	1	1	7.30067065078	7.30067065078
12968	3	1	2	968	1	1	12503.9205834	12509.0322406	1	1	1	1	1	11.4907747837	1	1	1	11.4907747837	11.4907747837
12969	3	1	2	969	1	1	12530.5364693	12492.0580323	1	1	1	1	1	16.9299774356	1	1	1	16.9299774356	16.9299774356
12970	3	1	2	970	1	1	12496.7272198	12493.184582	1	1	1	1	1	10.4178625362	1	1	1	10.4178625362	10.4178625362
12971	3	1	2	971	1	1	12495.5485307	12493.5939616	1	1	1	1	1	8.49564886726	1	1	1	8.49564886726	8.49564886726
12972	3	1	2	972	1	1	12499.5406508	12498.2739294	1	1	1	1	1	5.44900301203	1	1	1	5.44900301203	5.44900301203
12973	3	1	2	973	1	1	12522.558914	12514.1293074	1	1	1	1	1	9.08796080159	1	1	1	9.08796080159	9.08796080159
12974	3	1	2	974	1	1	12509.7676828	12496.0711921	1	1	1	1	1	7.22647534325	1	1	1	7.22647534325	7.22647534325
12975	3	1	2	975	1	1	12487.9083372	12510.5849619	1	1	1	1	1	14.3696741763	1	1	1	14.3696741763	14.3696741763
12976	3	1	2	976	1	1	12502.5066807	12486.1722963	1	1	1	1	1	13.184017095	1	1	1	13.184017095	13.184017095
12977	3	1	2	977	1	1	12513.8296319	12506.3116972	1	1	1	1	1	6.52043338311	1	1	1	6.52043338311	6.52043338311
12978	3	1	2	978	1	1	12509.0725364	12494.1872697	1	1	1	1	1	12.257983277	1	1	1	12.257983277	12.257983277
12979	3	1	2	979	1	1	12516.1243502	12500.2551277	1	1	1	1	1	7.66266358467	1	1	1	7.66266358467	7.66266358467
12980	3	1	2	980	1	1	12519.8338392	12507.4610644	1	1	1	1	1	14.218599729	1	1	1	14.218599729	14.218599729
12981	3	1	2	981	1	1	12505.6145112	12514.5269665	1	1	1	1	1	13.4471570661	1	1	1	13.4471570661	13.4471570661
12982	3	1	2	982	1	1	12505.2133198	12506.0301887	1	1	1	1	1	11.4947879613	1	1	1	11.4947879613	11.4947879613
12983	3	1	2	983	1	1	12527.5181974	12502.3735556	1	1	1	1	1	9.29388826989	1	1	1	9.29388826989	9.29388826989
12984	3	1	2	984	1	1	12523.2667941	12499.7270601	1	1	1	1	1	14.8184994204	1	1	1	14.8184994204	14.8184994204
12985	3	1	2	985	1	1	12504.375375	12489.0672821	1	1	1	1	1	7.5630321776	1	1	1	7.5630321776	7.5630321776
12986	3	1	2	986	1	1	12517.8064024	12503.8546842	1	1	1	1	1	7.39175833282	1	1	1	7.39175833282	7.39175833282
12987	3	1	2	987	1	1	12514.3596115	12498.5753248	1	1	1	1	1	8.12234622392	1	1	1	8.12234622392	8.12234622392
12988	3	1	2	988	1	1	12494.8540858	12505.1098819	1	1	1	1	1	11.6969293821	1	1	1	11.6969293821	11.6969293821
12989	3	1	2	989	1	1	12500.7947868	12502.9331638	1	1	1	1	1	7.51355529336	1	1	1	7.51355529336	7.51355529336
12990	3	1	2	990	1	1	12516.6555362	12495.6018473	1	1	1	1	1	10.7987853945	1	1	1	10.7987853945	10.7987853945
12991	3	1	2	991	1	1	12526.5166376	12512.0374036	1	1	1	1	1	17.5482572885	1	1	1	17.5482572885	17.5482572885
12992	3	1	2	992	1	1	12496.8441911	12505.9211126	1	1	1	1	1	16.7421920705	1	1	1	16.7421920705	16.7421920705
12993	3	1	2	993	1	1	12512.838474	12490.2601664	1	1	1	1	1	12.4177688845	1	1	1	12.4177688845	12.4177688845
12994	3	1	2	994	1	1	12505.0890383	12498.6140896	1	1	1	1	1	12.6757079876	1	1	1	12.6757079876	12.6757079876
12995	3	1	2	995	1	1	12512.4400867	12502.8102762	1	1	1	1	1	7.44097115619	1	1	1	7.44097115619	7.44097115619
12996	3	1	2	996	1	1	12515.12026	12493.1006082	1	1	1	1	1	8.38222179045	1	1	1	8.38222179045	8.38222179045
12997	3	1	2	997	1	1	12496.2127498	12478.9442106	1	1	1	1	1	14.6731986092	1	1	1	14.6731986092	14.6731986092
12998	3	1	2	998	1	1	12503.7106313	12490.0279389	1	1	1	1	1	10.0747531369	1	1	1	10.0747531369	10.0747531369
12999	3	1	2	999	1	1	12506.8828943	12507.1378391	1	1	1	1	1	6.99121255545	1	1	1	6.99121255545	6.99121255545
13000	3	1	2	1000	1	1	12512.1779932	12510.6105202	1	1	1	1	1	11.3372771464	1	1	1	11.3372771464	11.3372771464
13001	4	1	2	1	1	1	12510.8719415	12493.0353443	1	1	1	1	1	5.60719650718	1	1	1	5.60719650718	5.60719650718
13002	4	1	2	2	1	1	12515.2159597	12489.1921499	1	1	1	1	1	14.0360768144	1	1	1	14.0360768144	14.0360768144
13003	4	1	2	3	1	1	12512.6124666	12503.4759379	1	1	1	1	1	9.63916357752	1	1	1	9.63916357752	9.63916357752
13004	4	1	2	4	1	1	12515.0172575	12502.9727549	1	1	1	1	1	6.72459470814	1	1	1	6.72459470814	6.72459470814
13005	4	1	2	5	1	1	12509.8664468	12496.2849872	1	1	1	1	1	4.82490742946	1	1	1	4.82490742946	4.82490742946
13006	4	1	2	6	1	1	12511.3462981	12473.9757565	1	1	1	1	1	15.4308057922	1	1	1	15.4308057922	15.4308057922
13007	4	1	2	7	1	1	12509.8029387	12507.0261932	1	1	1	1	1	7.49485626025	1	1	1	7.49485626025	7.49485626025
13008	4	1	2	8	1	1	12511.354619	12503.3245056	1	1	1	1	1	4.52992996456	1	1	1	4.52992996456	4.52992996456
13009	4	1	2	9	1	1	12509.316209	12495.4717747	1	1	1	1	1	5.55411849507	1	1	1	5.55411849507	5.55411849507
13010	4	1	2	10	1	1	12500.1395023	12480.1368225	1	1	1	1	1	14.3536137606	1	1	1	14.3536137606	14.3536137606
13011	4	1	2	11	1	1	12526.6064122	12494.9174739	1	1	1	1	1	9.87424206877	1	1	1	9.87424206877	9.87424206877
13012	4	1	2	12	1	1	12510.7123704	12512.0210294	1	1	1	1	1	9.40618288215	1	1	1	9.40618288215	9.40618288215
13013	4	1	2	13	1	1	12504.824821	12523.4653735	1	1	1	1	1	15.5163321565	1	1	1	15.5163321565	15.5163321565
13014	4	1	2	14	1	1	12513.0995481	12511.0411328	1	1	1	1	1	10.3158774651	1	1	1	10.3158774651	10.3158774651
13015	4	1	2	15	1	1	12513.8786043	12500.1263705	1	1	1	1	1	8.16712482241	1	1	1	8.16712482241	8.16712482241
13016	4	1	2	16	1	1	12528.7621874	12493.6150946	1	1	1	1	1	15.5986932394	1	1	1	15.5986932394	15.5986932394
13017	4	1	2	17	1	1	12497.1421078	12465.2998796	1	1	1	1	1	15.512165514	1	1	1	15.512165514	15.512165514
13018	4	1	2	18	1	1	12512.559981	12512.7395471	1	1	1	1	1	11.030197365	1	1	1	11.030197365	11.030197365
13019	4	1	2	19	1	1	12518.2727573	12492.5339288	1	1	1	1	1	11.0932766225	1	1	1	11.0932766225	11.0932766225
13020	4	1	2	20	1	1	12509.4731812	12512.7179196	1	1	1	1	1	6.73082939789	1	1	1	6.73082939789	6.73082939789
13021	4	1	2	21	1	1	12512.6452507	12499.6296577	1	1	1	1	1	5.43821706219	1	1	1	5.43821706219	5.43821706219
13022	4	1	2	22	1	1	12511.8364776	12490.825207	1	1	1	1	1	11.6355647036	1	1	1	11.6355647036	11.6355647036
13023	4	1	2	23	1	1	12513.6768302	12487.0859365	1	1	1	1	1	9.64809123371	1	1	1	9.64809123371	9.64809123371
13024	4	1	2	24	1	1	12495.3678152	12508.293199	1	1	1	1	1	15.2241674287	1	1	1	15.2241674287	15.2241674287
